expected_run_id,source,stage,experiment_family,model_id,configuration_identity,panel_identity,job_id_if_known,result_directory,raw_artifacts,summary_artifacts,logs,config,confidence,registry_experiment_id,mapping_status
results_stage4_repair_analysis_analyse_stage4_events,summary_or_raw_artifact,stage4_repair,analysis,unresolved,analyse_stage4_events,unresolved,,results/stage4_repair/analysis,results/stage4_repair/analysis/analyse_stage4_events.jsonl,,results/stage4_repair/analysis/analyse_stage4_events.jsonl,,medium,,unmatched
results_stage4_repair_analysis_stage4_sensitivity_summary,summary_or_raw_artifact,stage4_repair,analysis,unresolved,stage4_sensitivity_summary,unresolved,,results/stage4_repair/analysis,,results/stage4_repair/analysis/stage4_sensitivity_summary.json,,,medium,,unmatched
results_stage4_repair_analysis_v2_analyse_stage4_events,summary_or_raw_artifact,stage4_repair,analysis_v2,unresolved,analyse_stage4_events,unresolved,,results/stage4_repair/analysis_v2,results/stage4_repair/analysis_v2/analyse_stage4_events.jsonl,,results/stage4_repair/analysis_v2/analyse_stage4_events.jsonl,,medium,,unmatched
results_stage4_repair_analysis_v2_stage4_sensitivity_summary,summary_or_raw_artifact,stage4_repair,analysis_v2,unresolved,stage4_sensitivity_summary,unresolved,,results/stage4_repair/analysis_v2,,results/stage4_repair/analysis_v2/stage4_sensitivity_summary.json,,,medium,,unmatched
results_stage4_repair_behavioural_run_behavioural_events,summary_or_raw_artifact,stage4_repair,behavioural,unresolved,run_behavioural_events,unresolved,,results/stage4_repair/behavioural,results/stage4_repair/behavioural/run_behavioural_events.jsonl,,results/stage4_repair/behavioural/run_behavioural_events.jsonl,,medium,,unmatched
results_stage4_repair_mini_validation_run_behavioural_events,summary_or_raw_artifact,stage4_repair,mini_validation,unresolved,run_behavioural_events,unresolved,,results/stage4_repair/mini_validation,results/stage4_repair/mini_validation/run_behavioural_events.jsonl,,results/stage4_repair/mini_validation/run_behavioural_events.jsonl,,medium,,unmatched
results_stage5_baselines_run_baselines_surface_events,summary_or_raw_artifact,stage5,baselines,unresolved,run_baselines_surface_events,unresolved,,results/stage5/baselines,results/stage5/baselines/run_baselines_surface_events.jsonl,,results/stage5/baselines/run_baselines_surface_events.jsonl,,medium,,unmatched
results_stage5_baselines_repair_run_baselines_surface_events,summary_or_raw_artifact,stage5,baselines_repair,unresolved,run_baselines_surface_events,unresolved,,results/stage5/baselines_repair,results/stage5/baselines_repair/run_baselines_surface_events.jsonl,,results/stage5/baselines_repair/run_baselines_surface_events.jsonl,,medium,,unmatched
results_stage5_baselines_repair_v2_run_baselines_surface_events,summary_or_raw_artifact,stage5,baselines_repair_v2,unresolved,run_baselines_surface_events,unresolved,,results/stage5/baselines_repair_v2,results/stage5/baselines_repair_v2/run_baselines_surface_events.jsonl,,results/stage5/baselines_repair_v2/run_baselines_surface_events.jsonl,,medium,,unmatched
results_stage5_probing_loo_predictions_contrast,summary_or_raw_artifact,stage5,probing,unresolved,loo_predictions_contrast,unresolved,,results/stage5/probing,results/stage5/probing/loo_predictions_contrast.json,,,,medium,,unmatched
results_stage5_probing_loo_predictions_pca10,summary_or_raw_artifact,stage5,probing,unresolved,loo_predictions_pca10,unresolved,,results/stage5/probing,results/stage5/probing/loo_predictions_pca10.json,,,,medium,,unmatched
results_stage5_probing_loo_predictions_pca20,summary_or_raw_artifact,stage5,probing,unresolved,loo_predictions_pca20,unresolved,,results/stage5/probing,results/stage5/probing/loo_predictions_pca20.json,,,,medium,,unmatched
results_stage5_probing_loo_predictions_pca50,summary_or_raw_artifact,stage5,probing,unresolved,loo_predictions_pca50,unresolved,,results/stage5/probing,results/stage5/probing/loo_predictions_pca50.json,,,,medium,,unmatched
results_stage5_probing_loo_predictions_resid_post_last_prompt,summary_or_raw_artifact,stage5,probing,unresolved,loo_predictions_resid_post_last_prompt,unresolved,,results/stage5/probing,results/stage5/probing/loo_predictions_resid_post_last_prompt.json,,,,medium,,unmatched
results_stage5_probing_run_probing_events,summary_or_raw_artifact,stage5,probing,unresolved,run_probing_events,unresolved,,results/stage5/probing,results/stage5/probing/run_probing_events.jsonl,,results/stage5/probing/run_probing_events.jsonl,,medium,,unmatched
results_stage5_probing_summary_contrast,summary_or_raw_artifact,stage5,probing,unresolved,summary_contrast,unresolved,,results/stage5/probing,,results/stage5/probing/summary_contrast.json,,,medium,,unmatched
results_stage5_probing_summary_pca10,summary_or_raw_artifact,stage5,probing,unresolved,summary_pca10,unresolved,,results/stage5/probing,,results/stage5/probing/summary_pca10.json,,,medium,,unmatched
results_stage5_probing_summary_pca20,summary_or_raw_artifact,stage5,probing,unresolved,summary_pca20,unresolved,,results/stage5/probing,,results/stage5/probing/summary_pca20.json,,,medium,,unmatched
results_stage5_probing_summary_pca50,summary_or_raw_artifact,stage5,probing,unresolved,summary_pca50,unresolved,,results/stage5/probing,,results/stage5/probing/summary_pca50.json,,,medium,,unmatched
results_stage5_probing_summary_resid_post_last_prompt,summary_or_raw_artifact,stage5,probing,unresolved,summary_resid_post_last_prompt,unresolved,,results/stage5/probing,,results/stage5/probing/summary_resid_post_last_prompt.json,,,medium,,unmatched
results_stage5_probing_tier2_loo_predictions_resid_post_cue_token,summary_or_raw_artifact,stage5,probing_tier2,unresolved,loo_predictions_resid_post_cue_token,unresolved,,results/stage5/probing_tier2,results/stage5/probing_tier2/loo_predictions_resid_post_cue_token.json,,,,medium,,unmatched
results_stage5_probing_tier2_run_probing_events,summary_or_raw_artifact,stage5,probing_tier2,unresolved,run_probing_events,unresolved,,results/stage5/probing_tier2,results/stage5/probing_tier2/run_probing_events.jsonl,,results/stage5/probing_tier2/run_probing_events.jsonl,,medium,,unmatched
results_stage5_probing_tier2_summary_resid_post_cue_token,summary_or_raw_artifact,stage5,probing_tier2,unresolved,summary_resid_post_cue_token,unresolved,,results/stage5/probing_tier2,,results/stage5/probing_tier2/summary_resid_post_cue_token.json,,,medium,,unmatched
results_stage5_probing_variance_loo_predictions_variance,summary_or_raw_artifact,stage5,probing_variance,unresolved,loo_predictions_variance,unresolved,,results/stage5/probing_variance,results/stage5/probing_variance/loo_predictions_variance.json,,,,medium,,unmatched
results_stage5_probing_variance_run_probing_events,summary_or_raw_artifact,stage5,probing_variance,unresolved,run_probing_events,unresolved,,results/stage5/probing_variance,results/stage5/probing_variance/run_probing_events.jsonl,,results/stage5/probing_variance/run_probing_events.jsonl,,medium,,unmatched
results_stage5_probing_variance_summary_variance,summary_or_raw_artifact,stage5,probing_variance,unresolved,summary_variance,unresolved,,results/stage5/probing_variance,,results/stage5/probing_variance/summary_variance.json,,,medium,,unmatched
results_stage5_probing_variance_tier2_loo_predictions_variance,summary_or_raw_artifact,stage5,probing_variance_tier2,unresolved,loo_predictions_variance,unresolved,,results/stage5/probing_variance_tier2,results/stage5/probing_variance_tier2/loo_predictions_variance.json,,,,medium,,unmatched
results_stage5_probing_variance_tier2_run_probing_events,summary_or_raw_artifact,stage5,probing_variance_tier2,unresolved,run_probing_events,unresolved,,results/stage5/probing_variance_tier2,results/stage5/probing_variance_tier2/run_probing_events.jsonl,,results/stage5/probing_variance_tier2/run_probing_events.jsonl,,medium,,unmatched
results_stage5_probing_variance_tier2_summary_variance,summary_or_raw_artifact,stage5,probing_variance_tier2,unresolved,summary_variance,unresolved,,results/stage5/probing_variance_tier2,,results/stage5/probing_variance_tier2/summary_variance.json,,,medium,,unmatched
results_stage6_analysis_d1_analyse_stage4_events,summary_or_raw_artifact,stage6,analysis_d1,unresolved,analyse_stage4_events,unresolved,,results/stage6/analysis_d1,results/stage6/analysis_d1/analyse_stage4_events.jsonl,,results/stage6/analysis_d1/analyse_stage4_events.jsonl,,medium,,unmatched
results_stage6_analysis_d1_stage6_d1_sensitivity_summary,summary_or_raw_artifact,stage6,analysis_d1,unresolved,stage6_d1_sensitivity_summary,unresolved,,results/stage6/analysis_d1,,results/stage6/analysis_d1/stage6_d1_sensitivity_summary.json,,,medium,,unmatched
results_stage6_analysis_d2_analyse_stage4_events,summary_or_raw_artifact,stage6,analysis_d2,unresolved,analyse_stage4_events,unresolved,,results/stage6/analysis_d2,results/stage6/analysis_d2/analyse_stage4_events.jsonl,,results/stage6/analysis_d2/analyse_stage4_events.jsonl,,medium,,unmatched
results_stage6_analysis_d2_generate_positive_families_events,summary_or_raw_artifact,stage6,analysis_d2,unresolved,generate_positive_families_events,unresolved,,results/stage6/analysis_d2,results/stage6/analysis_d2/generate_positive_families_events.jsonl,,results/stage6/analysis_d2/generate_positive_families_events.jsonl,,medium,,unmatched
results_stage6_analysis_d2_stage6_d1_sensitivity_summary,summary_or_raw_artifact,stage6,analysis_d2,unresolved,stage6_d1_sensitivity_summary,unresolved,,results/stage6/analysis_d2,,results/stage6/analysis_d2/stage6_d1_sensitivity_summary.json,,,medium,,unmatched
results_stage6_audit_stage6_freeze_gate_summary,summary_or_raw_artifact,stage6,audit,unresolved,stage6_freeze_gate_summary,unresolved,,results/stage6/audit,,results/stage6/audit/stage6_freeze_gate_summary.json,,,medium,,unmatched
results_stage6_audit_stage6_phase2_bce_audit_summary,summary_or_raw_artifact,stage6,audit,unresolved,stage6_phase2_bce_audit_summary,unresolved,,results/stage6/audit,,results/stage6/audit/stage6_phase2_bce_audit_summary.json,,,medium,,unmatched
results_stage6_baselines_run_baselines_surface_events,summary_or_raw_artifact,stage6,baselines,unresolved,run_baselines_surface_events,unresolved,,results/stage6/baselines,results/stage6/baselines/run_baselines_surface_events.jsonl,,results/stage6/baselines/run_baselines_surface_events.jsonl,,medium,,unmatched
results_stage6_baselines_no_cue_c_run_baselines_surface_events,summary_or_raw_artifact,stage6,baselines_no_cue_c,unresolved,run_baselines_surface_events,unresolved,,results/stage6/baselines_no_cue_c,results/stage6/baselines_no_cue_c/run_baselines_surface_events.jsonl,,results/stage6/baselines_no_cue_c/run_baselines_surface_events.jsonl,,medium,,unmatched
results_stage6_behavioural_run_behavioural_events,summary_or_raw_artifact,stage6,behavioural,unresolved,run_behavioural_events,unresolved,,results/stage6/behavioural,results/stage6/behavioural/run_behavioural_events.jsonl,,results/stage6/behavioural/run_behavioural_events.jsonl,,medium,,unmatched
results_stage6_behavioural_deepseek_run_behavioural_events,summary_or_raw_artifact,stage6,behavioural_deepseek,deepseek,run_behavioural_events,unresolved,,results/stage6/behavioural_deepseek,results/stage6/behavioural_deepseek/run_behavioural_events.jsonl,,results/stage6/behavioural_deepseek/run_behavioural_events.jsonl,,medium,,unmatched
results_stage6_behavioural_full_rerun_run_behavioural_events,summary_or_raw_artifact,stage6,behavioural_full_rerun,unresolved,run_behavioural_events,unresolved,,results/stage6/behavioural_full_rerun,results/stage6/behavioural_full_rerun/run_behavioural_events.jsonl,,results/stage6/behavioural_full_rerun/run_behavioural_events.jsonl,,medium,,unmatched
results_stage6_generated_full_benchmark_assembly_summary,summary_or_raw_artifact,stage6,generated_full_benchmark,unresolved,assembly_summary,unresolved,,results/stage6/generated_full_benchmark,,results/stage6/generated_full_benchmark/assembly_summary.json,,,medium,,unmatched
results_stage6_probing_domain_generalisation_loo_predictions_variance,summary_or_raw_artifact,stage6,domain_generalisation,unresolved,loo_predictions_variance,unresolved,,results/stage6/probing/domain_generalisation,results/stage6/probing/domain_generalisation/loo_predictions_variance.json,,,,medium,,unmatched
results_stage6_probing_domain_generalisation_run_probing_events,summary_or_raw_artifact,stage6,domain_generalisation,unresolved,run_probing_events,unresolved,,results/stage6/probing/domain_generalisation,results/stage6/probing/domain_generalisation/run_probing_events.jsonl,,results/stage6/probing/domain_generalisation/run_probing_events.jsonl,,medium,,unmatched
results_stage6_probing_domain_generalisation_summary_variance,summary_or_raw_artifact,stage6,domain_generalisation,unresolved,summary_variance,unresolved,,results/stage6/probing/domain_generalisation,,results/stage6/probing/domain_generalisation/summary_variance.json,,,medium,,unmatched
results_stage6_probing_llama_variance_loo_predictions_variance,summary_or_raw_artifact,stage6,llama_variance,llama,loo_predictions_variance,unresolved,,results/stage6/probing/llama_variance,results/stage6/probing/llama_variance/loo_predictions_variance.json,,,,medium,,unmatched
results_stage6_probing_llama_variance_run_probing_events,summary_or_raw_artifact,stage6,llama_variance,llama,run_probing_events,unresolved,,results/stage6/probing/llama_variance,results/stage6/probing/llama_variance/run_probing_events.jsonl,,results/stage6/probing/llama_variance/run_probing_events.jsonl,,medium,,unmatched
results_stage6_probing_llama_variance_summary_variance,summary_or_raw_artifact,stage6,llama_variance,llama,summary_variance,unresolved,,results/stage6/probing/llama_variance,,results/stage6/probing/llama_variance/summary_variance.json,,,medium,,unmatched
results_stage6_probing_mean_cue_token_loo_predictions_resid_post_cue_token,summary_or_raw_artifact,stage6,mean_cue_token,unresolved,loo_predictions_resid_post_cue_token,unresolved,,results/stage6/probing/mean_cue_token,results/stage6/probing/mean_cue_token/loo_predictions_resid_post_cue_token.json,,,,medium,,unmatched
results_stage6_probing_mean_cue_token_run_probing_events,summary_or_raw_artifact,stage6,mean_cue_token,unresolved,run_probing_events,unresolved,,results/stage6/probing/mean_cue_token,results/stage6/probing/mean_cue_token/run_probing_events.jsonl,,results/stage6/probing/mean_cue_token/run_probing_events.jsonl,,medium,,unmatched
results_stage6_probing_mean_cue_token_summary_resid_post_cue_token,summary_or_raw_artifact,stage6,mean_cue_token,unresolved,summary_resid_post_cue_token,unresolved,,results/stage6/probing/mean_cue_token,,results/stage6/probing/mean_cue_token/summary_resid_post_cue_token.json,,,medium,,unmatched
results_stage6_probing_primary_variance_loo_predictions_variance,summary_or_raw_artifact,stage6,primary_variance,unresolved,loo_predictions_variance,unresolved,,results/stage6/probing/primary_variance,results/stage6/probing/primary_variance/loo_predictions_variance.json,,,,medium,,unmatched
results_stage6_probing_primary_variance_run_probing_events,summary_or_raw_artifact,stage6,primary_variance,unresolved,run_probing_events,unresolved,,results/stage6/probing/primary_variance,results/stage6/probing/primary_variance/run_probing_events.jsonl,,results/stage6/probing/primary_variance/run_probing_events.jsonl,,medium,,unmatched
results_stage6_probing_primary_variance_summary_variance,summary_or_raw_artifact,stage6,primary_variance,unresolved,summary_variance,unresolved,,results/stage6/probing/primary_variance,,results/stage6/probing/primary_variance/summary_variance.json,,,medium,,unmatched
results_stage6_probing_variance_ensemble_loo_predictions_variance_ensemble,summary_or_raw_artifact,stage6,variance_ensemble,unresolved,loo_predictions_variance_ensemble,unresolved,,results/stage6/probing/variance_ensemble,results/stage6/probing/variance_ensemble/loo_predictions_variance_ensemble.json,,,,medium,,unmatched
results_stage6_probing_variance_ensemble_run_probing_events,summary_or_raw_artifact,stage6,variance_ensemble,unresolved,run_probing_events,unresolved,,results/stage6/probing/variance_ensemble,results/stage6/probing/variance_ensemble/run_probing_events.jsonl,,results/stage6/probing/variance_ensemble/run_probing_events.jsonl,,medium,,unmatched
results_stage6_probing_variance_ensemble_summary_variance_ensemble,summary_or_raw_artifact,stage6,variance_ensemble,unresolved,summary_variance_ensemble,unresolved,,results/stage6/probing/variance_ensemble,,results/stage6/probing/variance_ensemble/summary_variance_ensemble.json,,,medium,,unmatched
results_stage6_probing_variance_ensemble_no_cue_c_loo_predictions_variance_ensemble,summary_or_raw_artifact,stage6,variance_ensemble_no_cue_c,unresolved,loo_predictions_variance_ensemble,unresolved,,results/stage6/probing/variance_ensemble_no_cue_c,results/stage6/probing/variance_ensemble_no_cue_c/loo_predictions_variance_ensemble.json,,,,medium,,unmatched
results_stage6_probing_variance_ensemble_no_cue_c_run_probing_events,summary_or_raw_artifact,stage6,variance_ensemble_no_cue_c,unresolved,run_probing_events,unresolved,,results/stage6/probing/variance_ensemble_no_cue_c,results/stage6/probing/variance_ensemble_no_cue_c/run_probing_events.jsonl,,results/stage6/probing/variance_ensemble_no_cue_c/run_probing_events.jsonl,,medium,,unmatched
results_stage6_probing_variance_ensemble_no_cue_c_summary_variance_ensemble,summary_or_raw_artifact,stage6,variance_ensemble_no_cue_c,unresolved,summary_variance_ensemble,unresolved,,results/stage6/probing/variance_ensemble_no_cue_c,,results/stage6/probing/variance_ensemble_no_cue_c/summary_variance_ensemble.json,,,medium,,unmatched
results_stage6_probing_variance_mlp_loo_predictions_variance_mlp,summary_or_raw_artifact,stage6,variance_mlp,unresolved,loo_predictions_variance_mlp,unresolved,,results/stage6/probing/variance_mlp,results/stage6/probing/variance_mlp/loo_predictions_variance_mlp.json,,,,medium,,unmatched
results_stage6_probing_variance_mlp_run_probing_events,summary_or_raw_artifact,stage6,variance_mlp,unresolved,run_probing_events,unresolved,,results/stage6/probing/variance_mlp,results/stage6/probing/variance_mlp/run_probing_events.jsonl,,results/stage6/probing/variance_mlp/run_probing_events.jsonl,,medium,,unmatched
results_stage6_probing_variance_mlp_summary_variance_mlp,summary_or_raw_artifact,stage6,variance_mlp,unresolved,summary_variance_mlp,unresolved,,results/stage6/probing/variance_mlp,,results/stage6/probing/variance_mlp/summary_variance_mlp.json,,,medium,,unmatched
results_stage6_probing_variance_no_cue_c_loo_predictions_variance,summary_or_raw_artifact,stage6,variance_no_cue_c,unresolved,loo_predictions_variance,unresolved,,results/stage6/probing/variance_no_cue_c,results/stage6/probing/variance_no_cue_c/loo_predictions_variance.json,,,,medium,,unmatched
results_stage6_probing_variance_no_cue_c_run_probing_events,summary_or_raw_artifact,stage6,variance_no_cue_c,unresolved,run_probing_events,unresolved,,results/stage6/probing/variance_no_cue_c,results/stage6/probing/variance_no_cue_c/run_probing_events.jsonl,,results/stage6/probing/variance_no_cue_c/run_probing_events.jsonl,,medium,,unmatched
results_stage6_probing_variance_no_cue_c_summary_variance,summary_or_raw_artifact,stage6,variance_no_cue_c,unresolved,summary_variance,unresolved,,results/stage6/probing/variance_no_cue_c,,results/stage6/probing/variance_no_cue_c/summary_variance.json,,,medium,,unmatched
results_stage6_render_all_templates_events,summary_or_raw_artifact,stage6,stage6,unresolved,render_all_templates_events,unresolved,,results/stage6,results/stage6/render_all_templates_events.jsonl,,results/stage6/render_all_templates_events.jsonl,,medium,,unmatched
results_stage6_render_phase1_full_summary,summary_or_raw_artifact,stage6,stage6,unresolved,render_phase1_full_summary,unresolved,,results/stage6,,results/stage6/render_phase1_full_summary.json,,,medium,,unmatched
results_stage6_render_phase1_partial_summary,summary_or_raw_artifact,stage6,stage6,unresolved,render_phase1_partial_summary,unresolved,,results/stage6,,results/stage6/render_phase1_partial_summary.json,,,medium,,unmatched
results_stage6_render_phase2_ad_phase2_ad_render_summary,summary_or_raw_artifact,stage6,render_phase2_ad,unresolved,phase2_ad_render_summary,unresolved,,results/stage6/render_phase2_ad,,results/stage6/render_phase2_ad/phase2_ad_render_summary.json,,,medium,,unmatched
results_stage6_render_phase2_ad_render_all_templates_events,summary_or_raw_artifact,stage6,render_phase2_ad,unresolved,render_all_templates_events,unresolved,,results/stage6/render_phase2_ad,results/stage6/render_phase2_ad/render_all_templates_events.jsonl,,results/stage6/render_phase2_ad/render_all_templates_events.jsonl,,medium,,unmatched
results_stage6_render_phase2_bce_phase2_bce_render_summary,summary_or_raw_artifact,stage6,render_phase2_bce,unresolved,phase2_bce_render_summary,unresolved,,results/stage6/render_phase2_bce,,results/stage6/render_phase2_bce/phase2_bce_render_summary.json,,,medium,,unmatched
results_stage6_render_phase2_bce_render_all_templates_events,summary_or_raw_artifact,stage6,render_phase2_bce,unresolved,render_all_templates_events,unresolved,,results/stage6/render_phase2_bce,results/stage6/render_phase2_bce/render_all_templates_events.jsonl,,results/stage6/render_phase2_bce/render_all_templates_events.jsonl,,medium,,unmatched
results_stage6_render_phase2_bce_render_summary_bce_frame_refresh,summary_or_raw_artifact,stage6,render_phase2_bce,unresolved,render_summary_bce_frame_refresh,unresolved,,results/stage6/render_phase2_bce,,results/stage6/render_phase2_bce/render_summary_bce_frame_refresh.json,,,medium,,unmatched
results_stage6_render_phase2_bce_render_summary_bce_standard_cuea_refresh,summary_or_raw_artifact,stage6,render_phase2_bce,unresolved,render_summary_bce_standard_cuea_refresh,unresolved,,results/stage6/render_phase2_bce,,results/stage6/render_phase2_bce/render_summary_bce_standard_cuea_refresh.json,,,medium,,unmatched
results_stage6_render_phase2_bce_render_summary_bce_standard_cueb_refresh,summary_or_raw_artifact,stage6,render_phase2_bce,unresolved,render_summary_bce_standard_cueb_refresh,unresolved,,results/stage6/render_phase2_bce,,results/stage6/render_phase2_bce/render_summary_bce_standard_cueb_refresh.json,,,medium,,unmatched
results_stage8_analysis_deepseek_deepseek_summary,summary_or_raw_artifact,stage8,analysis_deepseek,deepseek,deepseek_summary,unresolved,,results/stage8/analysis_deepseek,,results/stage8/analysis_deepseek/deepseek_summary.json,,,medium,,unmatched
results_stage8_analysis_deepseek_generate_positive_families_events,summary_or_raw_artifact,stage8,analysis_deepseek,deepseek,generate_positive_families_events,unresolved,,results/stage8/analysis_deepseek,results/stage8/analysis_deepseek/generate_positive_families_events.jsonl,,results/stage8/analysis_deepseek/generate_positive_families_events.jsonl,,medium,,unmatched
results_stage8_attention_run_attention_analysis_events,summary_or_raw_artifact,stage8,attention,unresolved,run_attention_analysis_events,unresolved,,results/stage8/attention,results/stage8/attention/run_attention_analysis_events.jsonl,,results/stage8/attention/run_attention_analysis_events.jsonl,,medium,,unmatched
results_stage8_baselines_deepseek_run_baselines_surface_events,summary_or_raw_artifact,stage8,baselines_deepseek,deepseek,run_baselines_surface_events,unresolved,,results/stage8/baselines_deepseek,results/stage8/baselines_deepseek/run_baselines_surface_events.jsonl,,results/stage8/baselines_deepseek/run_baselines_surface_events.jsonl,,medium,,unmatched
results_stage8_causal_patching_patching_results,summary_or_raw_artifact,stage8,causal_patching,unresolved,patching_results,unresolved,,results/stage8/causal_patching,results/stage8/causal_patching/patching_results.csv,,,,medium,,unmatched
results_stage8_causal_patching_patching_summary,summary_or_raw_artifact,stage8,causal_patching,unresolved,patching_summary,unresolved,,results/stage8/causal_patching,,results/stage8/causal_patching/patching_summary.json,,,medium,,unmatched
results_stage8_causal_patching_run_causal_patching_events,summary_or_raw_artifact,stage8,causal_patching,unresolved,run_causal_patching_events,unresolved,,results/stage8/causal_patching,results/stage8/causal_patching/run_causal_patching_events.jsonl,,results/stage8/causal_patching/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage8_causal_patching_cue_token_patching_results,summary_or_raw_artifact,stage8,causal_patching_cue_token,unresolved,patching_results,unresolved,,results/stage8/causal_patching_cue_token,results/stage8/causal_patching_cue_token/patching_results.csv,,,,medium,,unmatched
results_stage8_causal_patching_cue_token_patching_summary,summary_or_raw_artifact,stage8,causal_patching_cue_token,unresolved,patching_summary,unresolved,,results/stage8/causal_patching_cue_token,,results/stage8/causal_patching_cue_token/patching_summary.json,,,medium,,unmatched
results_stage8_causal_patching_cue_token_run_causal_patching_events,summary_or_raw_artifact,stage8,causal_patching_cue_token,unresolved,run_causal_patching_events,unresolved,,results/stage8/causal_patching_cue_token,results/stage8/causal_patching_cue_token/run_causal_patching_events.jsonl,,results/stage8/causal_patching_cue_token/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage8_cross_model_run_cross_model_transfer_events,summary_or_raw_artifact,stage8,cross_model,unresolved,run_cross_model_transfer_events,unresolved,,results/stage8/cross_model,results/stage8/cross_model/run_cross_model_transfer_events.jsonl,,results/stage8/cross_model/run_cross_model_transfer_events.jsonl,,medium,,unmatched
results_stage8_cross_model_deepseek_run_cross_model_transfer_events,summary_or_raw_artifact,stage8,cross_model_deepseek,deepseek,run_cross_model_transfer_events,unresolved,,results/stage8/cross_model_deepseek,results/stage8/cross_model_deepseek/run_cross_model_transfer_events.jsonl,,results/stage8/cross_model_deepseek/run_cross_model_transfer_events.jsonl,,medium,,unmatched
results_stage8_head26_knockout_head26_comparison_summary,summary_or_raw_artifact,stage8,head26_knockout,unresolved,head26_comparison_summary,unresolved,,results/stage8/head26_knockout,,results/stage8/head26_knockout/head26_comparison_summary.json,,,medium,,unmatched
results_stage8_head26_knockout_patching_results,summary_or_raw_artifact,stage8,head26_knockout,unresolved,patching_results,unresolved,,results/stage8/head26_knockout,results/stage8/head26_knockout/patching_results.csv,,,,medium,,unmatched
results_stage8_head26_knockout_patching_summary,summary_or_raw_artifact,stage8,head26_knockout,unresolved,patching_summary,unresolved,,results/stage8/head26_knockout,,results/stage8/head26_knockout/patching_summary.json,,,medium,,unmatched
results_stage8_head26_knockout_run_causal_patching_events,summary_or_raw_artifact,stage8,head26_knockout,unresolved,run_causal_patching_events,unresolved,,results/stage8/head26_knockout,results/stage8/head26_knockout/run_causal_patching_events.jsonl,,results/stage8/head26_knockout/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage8_multi_head_knockout_patching_results,summary_or_raw_artifact,stage8,multi_head_knockout,unresolved,patching_results,unresolved,,results/stage8/multi_head_knockout,results/stage8/multi_head_knockout/patching_results.csv,,,,medium,,unmatched
results_stage8_multi_head_knockout_patching_summary,summary_or_raw_artifact,stage8,multi_head_knockout,unresolved,patching_summary,unresolved,,results/stage8/multi_head_knockout,,results/stage8/multi_head_knockout/patching_summary.json,,,medium,,unmatched
results_stage8_multi_head_knockout_run_causal_patching_events,summary_or_raw_artifact,stage8,multi_head_knockout,unresolved,run_causal_patching_events,unresolved,,results/stage8/multi_head_knockout,results/stage8/multi_head_knockout/run_causal_patching_events.jsonl,,results/stage8/multi_head_knockout/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage8_probing_deepseek_loo_predictions_variance,summary_or_raw_artifact,stage8,probing_deepseek,deepseek,loo_predictions_variance,unresolved,,results/stage8/probing_deepseek,results/stage8/probing_deepseek/loo_predictions_variance.json,,,,medium,,unmatched
results_stage8_probing_deepseek_run_probing_events,summary_or_raw_artifact,stage8,probing_deepseek,deepseek,run_probing_events,unresolved,,results/stage8/probing_deepseek,results/stage8/probing_deepseek/run_probing_events.jsonl,,results/stage8/probing_deepseek/run_probing_events.jsonl,,medium,,unmatched
results_stage8_probing_deepseek_summary_variance,summary_or_raw_artifact,stage8,probing_deepseek,deepseek,summary_variance,unresolved,,results/stage8/probing_deepseek,,results/stage8/probing_deepseek/summary_variance.json,,,medium,,unmatched
results_stage8_stage8_complete_summary,summary_or_raw_artifact,stage8,stage8,unresolved,stage8_complete_summary,unresolved,,results/stage8,,results/stage8/stage8_complete_summary.json,,,medium,,unmatched
results_stage9_baselines_answer_rationale_run_baselines_surface_events,summary_or_raw_artifact,stage9,answer_rationale,unresolved,run_baselines_surface_events,unresolved,,results/stage9/baselines/answer_rationale,results/stage9/baselines/answer_rationale/run_baselines_surface_events.jsonl,,results/stage9/baselines/answer_rationale/run_baselines_surface_events.jsonl,,medium,,unmatched
results_stage9_baselines_blackbox_counterfactual_blackbox_counterfactual_summary,summary_or_raw_artifact,stage9,blackbox_counterfactual,unresolved,blackbox_counterfactual_summary,unresolved,,results/stage9/baselines/blackbox_counterfactual,,results/stage9/baselines/blackbox_counterfactual/blackbox_counterfactual_summary.json,,,medium,,unmatched
results_stage9_baselines_blackbox_counterfactual_pairwise_predictions,summary_or_raw_artifact,stage9,blackbox_counterfactual,unresolved,pairwise_predictions,unresolved,,results/stage9/baselines/blackbox_counterfactual,results/stage9/baselines/blackbox_counterfactual/pairwise_predictions.json,,,,medium,,unmatched
results_stage9_baselines_correctness_probe_loo_predictions_variance,summary_or_raw_artifact,stage9,correctness_probe,unresolved,loo_predictions_variance,unresolved,,results/stage9/baselines/correctness_probe,results/stage9/baselines/correctness_probe/loo_predictions_variance.json,,,,medium,,unmatched
results_stage9_baselines_correctness_probe_run_probing_events,summary_or_raw_artifact,stage9,correctness_probe,unresolved,run_probing_events,unresolved,,results/stage9/baselines/correctness_probe,results/stage9/baselines/correctness_probe/run_probing_events.jsonl,,results/stage9/baselines/correctness_probe/run_probing_events.jsonl,,medium,,unmatched
