family_id,base_variant_id,sensitive_variant_id,patch_layer,patch_site,original_S_lp,patched_S_lp,recovery_fraction
CM_B_UM_001,0,2,17,resid_post_last_prompt,2.46875,2.46875,0.0
CM_B_UM_001,0,2,18,resid_post_last_prompt,2.46875,2.5625,-0.03797468354430378
CM_B_UM_001,0,2,19,resid_post_last_prompt,2.46875,2.5,-0.012658227848101333
CM_B_UM_001,0,2,20,resid_post_last_prompt,2.46875,2.5625,-0.03797468354430378
CM_B_UM_001,0,2,22,resid_post_last_prompt,2.46875,2.40625,0.025316455696202556
CM_B_UM_001,0,2,25,resid_post_last_prompt,2.46875,2.9375,-0.1898734177215189
CM_B_STD_014,0,3,4,resid_post_last_prompt,2.40625,2.5,-0.03896103896103886
CM_B_STD_014,0,3,8,resid_post_last_prompt,2.40625,2.5,-0.03896103896103886
CM_B_STD_014,0,3,12,resid_post_last_prompt,2.40625,2.5,-0.03896103896103886
CM_B_STD_014,0,3,14,resid_post_last_prompt,2.40625,2.5625,-0.06493506493506485
CM_B_STD_014,0,3,15,resid_post_last_prompt,2.40625,2.5625,-0.06493506493506485
CM_B_STD_014,0,3,16,resid_post_last_prompt,2.40625,2.5,-0.03896103896103886
CM_B_STD_014,0,3,17,resid_post_last_prompt,2.40625,2.625,-0.09090909090909083
CM_B_STD_014,0,3,18,resid_post_last_prompt,2.40625,2.3125,0.038961038961038974
CM_B_STD_014,0,3,19,resid_post_last_prompt,2.40625,2.40625,0.0
CM_B_STD_014,0,3,20,resid_post_last_prompt,2.40625,2.4375,-0.01298701298701288
CM_B_STD_014,0,3,22,resid_post_last_prompt,2.40625,2.625,-0.09090909090909083
CM_B_STD_014,0,3,25,resid_post_last_prompt,2.40625,2.625,-0.09090909090909083
