family_id,base_variant_id,sensitive_variant_id,patch_layer,patch_site,patch_mode,head_index,original_S_lp,patched_S_lp,recovery_fraction
CM_B_STD_006,0,2,25,resid_post_last_prompt,head_knockout,26,5.4375,5.375,0.011494252873563204
CM_B_UM_055,0,2,4,resid_post_last_prompt,head_knockout,26,5.171875,5.140625,0.0060422960725075026
CM_B_UM_055,0,2,8,resid_post_last_prompt,head_knockout,26,5.171875,7.515625,-0.45317220543806647
CM_B_UM_055,0,2,12,resid_post_last_prompt,head_knockout,26,5.171875,6.015625,-0.1631419939577039
CM_B_UM_055,0,2,14,resid_post_last_prompt,head_knockout,26,5.171875,3.984375,0.22960725075528698
CM_B_UM_055,0,2,15,resid_post_last_prompt,head_knockout,26,5.171875,4.765625,0.0785498489425982
CM_B_UM_055,0,2,16,resid_post_last_prompt,head_knockout,26,5.171875,4.265625,0.17522658610271902
CM_B_UM_055,0,2,17,resid_post_last_prompt,head_knockout,26,5.171875,4.390625,0.15105740181268879
CM_B_UM_055,0,2,18,resid_post_last_prompt,head_knockout,26,5.171875,5.078125,0.01812688821752262
CM_B_UM_055,0,2,19,resid_post_last_prompt,head_knockout,26,5.171875,5.671875,-0.09667673716012093
CM_B_UM_055,0,2,20,resid_post_last_prompt,head_knockout,26,5.171875,4.890625,0.05438066465256797
CM_B_UM_055,0,2,22,resid_post_last_prompt,head_knockout,26,5.171875,5.171875,0.0
CM_B_UM_055,0,2,25,resid_post_last_prompt,head_knockout,26,5.171875,5.265625,-0.01812688821752273
CM_B_STD_013,0,2,4,resid_post_last_prompt,head_knockout,26,4.96875,4.96875,0.0
CM_B_STD_013,0,2,8,resid_post_last_prompt,head_knockout,26,4.96875,7.0,-0.4088050314465408
CM_B_STD_013,0,2,12,resid_post_last_prompt,head_knockout,26,4.96875,6.40625,-0.28930817610062887
CM_B_STD_013,0,2,14,resid_post_last_prompt,head_knockout,26,4.96875,4.6875,0.05660377358490565
CM_B_STD_013,0,2,15,resid_post_last_prompt,head_knockout,26,4.96875,4.0625,0.1823899371069182
CM_B_STD_013,0,2,16,resid_post_last_prompt,head_knockout,26,4.96875,4.0625,0.1823899371069182
CM_B_STD_013,0,2,17,resid_post_last_prompt,head_knockout,26,4.96875,4.71875,0.05031446540880502
CM_B_STD_013,0,2,18,resid_post_last_prompt,head_knockout,26,4.96875,5.375,-0.08176100628930816
CM_B_STD_013,0,2,19,resid_post_last_prompt,head_knockout,26,4.96875,5.34375,-0.07547169811320753
CM_B_STD_013,0,2,20,resid_post_last_prompt,head_knockout,26,4.96875,3.9375,0.2075471698113207
CM_B_STD_013,0,2,22,resid_post_last_prompt,head_knockout,26,4.96875,5.15625,-0.037735849056603765
CM_B_STD_013,0,2,25,resid_post_last_prompt,head_knockout,26,4.96875,4.9375,0.0062893081761006275
CM_B_UM_052,0,1,4,resid_post_last_prompt,head_knockout,26,4.921875,4.703125,0.0444444444444444
CM_B_UM_052,0,1,8,resid_post_last_prompt,head_knockout,26,4.921875,7.234375,-0.46984126984126995
CM_B_UM_052,0,1,12,resid_post_last_prompt,head_knockout,26,4.921875,5.390625,-0.09523809523809534
CM_B_UM_052,0,1,14,resid_post_last_prompt,head_knockout,26,4.921875,3.421875,0.3047619047619048
CM_B_UM_052,0,1,15,resid_post_last_prompt,head_knockout,26,4.921875,4.046875,0.1777777777777778
CM_B_UM_052,0,1,16,resid_post_last_prompt,head_knockout,26,4.921875,3.484375,0.292063492063492
CM_B_UM_052,0,1,17,resid_post_last_prompt,head_knockout,26,4.921875,3.859375,0.21587301587301588
CM_B_UM_052,0,1,18,resid_post_last_prompt,head_knockout,26,4.921875,4.640625,0.05714285714285716
CM_B_UM_052,0,1,19,resid_post_last_prompt,head_knockout,26,4.921875,5.265625,-0.06984126984126982
CM_B_UM_052,0,1,20,resid_post_last_prompt,head_knockout,26,4.921875,3.703125,0.24761904761904763
CM_B_UM_052,0,1,22,resid_post_last_prompt,head_knockout,26,4.921875,4.453125,0.09523809523809523
CM_B_UM_052,0,1,25,resid_post_last_prompt,head_knockout,26,4.921875,4.671875,0.050793650793650835
CM_B_STD_010,0,2,4,resid_post_last_prompt,head_knockout,26,4.84375,4.59375,0.05161290322580647
CM_B_STD_010,0,2,8,resid_post_last_prompt,head_knockout,26,4.84375,6.25,-0.29032258064516125
CM_B_STD_010,0,2,12,resid_post_last_prompt,head_knockout,26,4.84375,5.6875,-0.17419354838709666
CM_B_STD_010,0,2,14,resid_post_last_prompt,head_knockout,26,4.84375,4.59375,0.05161290322580647
CM_B_STD_010,0,2,15,resid_post_last_prompt,head_knockout,26,4.84375,4.0,0.17419354838709677
CM_B_STD_010,0,2,16,resid_post_last_prompt,head_knockout,26,4.84375,3.65625,0.2451612903225806
CM_B_STD_010,0,2,17,resid_post_last_prompt,head_knockout,26,4.84375,4.21875,0.12903225806451613
CM_B_STD_010,0,2,18,resid_post_last_prompt,head_knockout,26,4.84375,4.875,-0.006451612903225712
CM_B_STD_010,0,2,19,resid_post_last_prompt,head_knockout,26,4.84375,4.96875,-0.02580645161290329
CM_B_STD_010,0,2,20,resid_post_last_prompt,head_knockout,26,4.84375,3.71875,0.23225806451612907
CM_B_STD_010,0,2,22,resid_post_last_prompt,head_knockout,26,4.84375,4.6875,0.032258064516129004
CM_B_STD_010,0,2,25,resid_post_last_prompt,head_knockout,26,4.84375,4.78125,0.012903225806451646
CM_B_STD_011,0,1,4,resid_post_last_prompt,head_knockout,26,4.8125,4.78125,0.00649350649350644
CM_B_STD_011,0,1,8,resid_post_last_prompt,head_knockout,26,4.8125,6.0,-0.24675324675324672
CM_B_STD_011,0,1,12,resid_post_last_prompt,head_knockout,26,4.8125,6.0,-0.24675324675324672
CM_B_STD_011,0,1,14,resid_post_last_prompt,head_knockout,26,4.8125,4.4375,0.07792207792207795
CM_B_STD_011,0,1,15,resid_post_last_prompt,head_knockout,26,4.8125,4.3125,0.10389610389610393
CM_B_STD_011,0,1,16,resid_post_last_prompt,head_knockout,26,4.8125,4.4375,0.07792207792207795
CM_B_STD_011,0,1,17,resid_post_last_prompt,head_knockout,26,4.8125,4.78125,0.00649350649350644
CM_B_STD_011,0,1,18,resid_post_last_prompt,head_knockout,26,4.8125,4.9375,-0.025974025974025983
CM_B_STD_011,0,1,19,resid_post_last_prompt,head_knockout,26,4.8125,5.34375,-0.11038961038961048
CM_B_STD_011,0,1,20,resid_post_last_prompt,head_knockout,26,4.8125,3.90625,0.18831168831168832
CM_B_STD_011,0,1,22,resid_post_last_prompt,head_knockout,26,4.8125,5.28125,-0.09740259740259738
CM_B_STD_011,0,1,25,resid_post_last_prompt,head_knockout,26,4.8125,4.78125,0.00649350649350644
CM_B_UM_033,0,1,4,resid_post_last_prompt,head_knockout,26,4.53125,3.90625,0.13793103448275867
CM_B_UM_033,0,1,8,resid_post_last_prompt,head_knockout,26,4.53125,6.828125,-0.506896551724138
CM_B_UM_033,0,1,12,resid_post_last_prompt,head_knockout,26,4.53125,5.078125,-0.1206896551724137
CM_B_UM_033,0,1,14,resid_post_last_prompt,head_knockout,26,4.53125,2.828125,0.3758620689655172
CM_B_UM_033,0,1,15,resid_post_last_prompt,head_knockout,26,4.53125,4.375,0.03448275862068961
CM_B_UM_033,0,1,16,resid_post_last_prompt,head_knockout,26,4.53125,2.734375,0.39655172413793105
CM_B_UM_033,0,1,17,resid_post_last_prompt,head_knockout,26,4.53125,2.75,0.3931034482758621
CM_B_UM_033,0,1,18,resid_post_last_prompt,head_knockout,26,4.53125,3.59375,0.2068965517241379
CM_B_UM_033,0,1,19,resid_post_last_prompt,head_knockout,26,4.53125,4.671875,-0.03103448275862064
CM_B_UM_033,0,1,20,resid_post_last_prompt,head_knockout,26,4.53125,3.078125,0.32068965517241377
CM_B_UM_033,0,1,22,resid_post_last_prompt,head_knockout,26,4.53125,3.625,0.19999999999999996
CM_B_UM_033,0,1,25,resid_post_last_prompt,head_knockout,26,4.53125,3.828125,0.15517241379310343
CM_B_UM_009,0,1,4,resid_post_last_prompt,head_knockout,26,4.375,4.28125,0.021428571428571463
CM_B_UM_009,0,1,8,resid_post_last_prompt,head_knockout,26,4.375,5.9375,-0.3571428571428572
CM_B_UM_009,0,1,12,resid_post_last_prompt,head_knockout,26,4.375,4.75,-0.08571428571428563
CM_B_UM_009,0,1,14,resid_post_last_prompt,head_knockout,26,4.375,3.46875,0.20714285714285718
CM_B_UM_009,0,1,15,resid_post_last_prompt,head_knockout,26,4.375,5.21875,-0.19285714285714284
CM_B_UM_009,0,1,16,resid_post_last_prompt,head_knockout,26,4.375,4.09375,0.06428571428571428
CM_B_UM_009,0,1,17,resid_post_last_prompt,head_knockout,26,4.375,4.0625,0.0714285714285714
CM_B_UM_009,0,1,18,resid_post_last_prompt,head_knockout,26,4.375,4.46875,-0.021428571428571352
CM_B_UM_009,0,1,19,resid_post_last_prompt,head_knockout,26,4.375,4.5625,-0.04285714285714293
CM_B_UM_009,0,1,20,resid_post_last_prompt,head_knockout,26,4.375,3.25,0.2571428571428571
CM_B_UM_009,0,1,22,resid_post_last_prompt,head_knockout,26,4.375,4.25,0.02857142857142858
CM_B_UM_009,0,1,25,resid_post_last_prompt,head_knockout,26,4.375,4.3125,0.014285714285714235
CM_B_UM_013,0,1,4,resid_post_last_prompt,head_knockout,26,3.453125,3.328125,0.03619909502262442
CM_B_UM_013,0,1,8,resid_post_last_prompt,head_knockout,26,3.453125,5.234375,-0.5158371040723981
CM_B_UM_013,0,1,12,resid_post_last_prompt,head_knockout,26,3.453125,5.921875,-0.7149321266968325
CM_B_UM_013,0,1,14,resid_post_last_prompt,head_knockout,26,3.453125,2.328125,0.32579185520361986
CM_B_UM_013,0,1,15,resid_post_last_prompt,head_knockout,26,3.453125,5.859375,-0.6968325791855203
CM_B_UM_013,0,1,16,resid_post_last_prompt,head_knockout,26,3.453125,3.546875,-0.02714932126696823
CM_B_UM_013,0,1,17,resid_post_last_prompt,head_knockout,26,3.453125,3.078125,0.10859728506787325
CM_B_UM_013,0,1,18,resid_post_last_prompt,head_knockout,26,3.453125,3.109375,0.09954751131221717
CM_B_UM_013,0,1,19,resid_post_last_prompt,head_knockout,26,3.453125,5.046875,-0.46153846153846145
CM_B_UM_013,0,1,20,resid_post_last_prompt,head_knockout,26,3.453125,3.015625,0.12669683257918551
CM_B_UM_013,0,1,22,resid_post_last_prompt,head_knockout,26,3.453125,3.390625,0.018099547511312264
CM_B_UM_013,0,1,25,resid_post_last_prompt,head_knockout,26,3.453125,3.453125,0.0
TH_B_UM_006,0,1,4,resid_post_last_prompt,head_knockout,26,3.40625,3.46875,-0.0183486238532109
TH_B_UM_006,0,1,8,resid_post_last_prompt,head_knockout,26,3.40625,5.640625,-0.6559633027522935
TH_B_UM_006,0,1,12,resid_post_last_prompt,head_knockout,26,3.40625,3.875,-0.13761467889908263
TH_B_UM_006,0,1,14,resid_post_last_prompt,head_knockout,26,3.40625,3.0625,0.1009174311926605
TH_B_UM_006,0,1,15,resid_post_last_prompt,head_knockout,26,3.40625,3.9375,-0.15596330275229353
TH_B_UM_006,0,1,16,resid_post_last_prompt,head_knockout,26,3.40625,3.1875,0.06422018348623848
TH_B_UM_006,0,1,17,resid_post_last_prompt,head_knockout,26,3.40625,2.578125,0.24311926605504586
TH_B_UM_006,0,1,18,resid_post_last_prompt,head_knockout,26,3.40625,3.859375,-0.1330275229357798
TH_B_UM_006,0,1,19,resid_post_last_prompt,head_knockout,26,3.40625,4.046875,-0.18807339449541294
TH_B_UM_006,0,1,20,resid_post_last_prompt,head_knockout,26,3.40625,2.984375,0.12385321100917435
TH_B_UM_006,0,1,22,resid_post_last_prompt,head_knockout,26,3.40625,3.4375,-0.00917431192660545
TH_B_UM_006,0,1,25,resid_post_last_prompt,head_knockout,26,3.40625,3.390625,0.004587155963302725
CM_B_UM_006,0,2,4,resid_post_last_prompt,head_knockout,26,3.140625,3.203125,-0.01990049751243772
CM_B_UM_006,0,2,8,resid_post_last_prompt,head_knockout,26,3.140625,4.234375,-0.34825870646766166
CM_B_UM_006,0,2,12,resid_post_last_prompt,head_knockout,26,3.140625,3.453125,-0.09950248756218905
CM_B_UM_006,0,2,14,resid_post_last_prompt,head_knockout,26,3.140625,2.859375,0.08955223880597019
CM_B_UM_006,0,2,15,resid_post_last_prompt,head_knockout,26,3.140625,3.296875,-0.04975124378109452
CM_B_UM_006,0,2,16,resid_post_last_prompt,head_knockout,26,3.140625,2.671875,0.14925373134328357
CM_B_UM_006,0,2,17,resid_post_last_prompt,head_knockout,26,3.140625,2.859375,0.08955223880597019
CM_B_UM_006,0,2,18,resid_post_last_prompt,head_knockout,26,3.140625,3.453125,-0.09950248756218905
CM_B_UM_006,0,2,19,resid_post_last_prompt,head_knockout,26,3.140625,3.703125,-0.17910447761194037
CM_B_UM_006,0,2,20,resid_post_last_prompt,head_knockout,26,3.140625,2.265625,0.2786069651741293
CM_B_UM_006,0,2,22,resid_post_last_prompt,head_knockout,26,3.140625,2.984375,0.04975124378109452
CM_B_UM_006,0,2,25,resid_post_last_prompt,head_knockout,26,3.140625,3.109375,0.00995024875621886
TH_B_UM_008,0,2,4,resid_post_last_prompt,head_knockout,26,2.890625,2.921875,-0.0108108108108107
TH_B_UM_008,0,2,8,resid_post_last_prompt,head_knockout,26,2.890625,4.515625,-0.5621621621621622
TH_B_UM_008,0,2,12,resid_post_last_prompt,head_knockout,26,2.890625,3.140625,-0.08648648648648649
TH_B_UM_008,0,2,14,resid_post_last_prompt,head_knockout,26,2.890625,2.515625,0.12972972972972974
TH_B_UM_008,0,2,15,resid_post_last_prompt,head_knockout,26,2.890625,3.390625,-0.17297297297297298
TH_B_UM_008,0,2,16,resid_post_last_prompt,head_knockout,26,2.890625,2.328125,0.1945945945945946
TH_B_UM_008,0,2,17,resid_post_last_prompt,head_knockout,26,2.890625,2.15625,0.254054054054054
TH_B_UM_008,0,2,18,resid_post_last_prompt,head_knockout,26,2.890625,3.203125,-0.10810810810810811
TH_B_UM_008,0,2,19,resid_post_last_prompt,head_knockout,26,2.890625,3.5625,-0.2324324324324325
TH_B_UM_008,0,2,20,resid_post_last_prompt,head_knockout,26,2.890625,2.421875,0.16216216216216217
TH_B_UM_008,0,2,22,resid_post_last_prompt,head_knockout,26,2.890625,2.953125,-0.021621621621621623
TH_B_UM_008,0,2,25,resid_post_last_prompt,head_knockout,26,2.890625,2.796875,0.032432432432432434
EL_B_002,0,2,4,resid_post_last_prompt,head_knockout,26,2.8203125,2.875,-0.01939058171745156
EL_B_002,0,2,8,resid_post_last_prompt,head_knockout,26,2.8203125,6.0,-1.1274238227146816
EL_B_002,0,2,12,resid_post_last_prompt,head_knockout,26,2.8203125,4.3671875,-0.5484764542936289
EL_B_002,0,2,14,resid_post_last_prompt,head_knockout,26,2.8203125,1.8984375,0.3268698060941828
EL_B_002,0,2,15,resid_post_last_prompt,head_knockout,26,2.8203125,4.1484375,-0.47091412742382266
EL_B_002,0,2,16,resid_post_last_prompt,head_knockout,26,2.8203125,1.8359375,0.3490304709141274
EL_B_002,0,2,17,resid_post_last_prompt,head_knockout,26,2.8203125,2.5546875,0.09418282548476453
EL_B_002,0,2,18,resid_post_last_prompt,head_knockout,26,2.8203125,3.3671875,-0.19390581717451516
EL_B_002,0,2,19,resid_post_last_prompt,head_knockout,26,2.8203125,3.625,-0.28531855955678664
EL_B_002,0,2,20,resid_post_last_prompt,head_knockout,26,2.8203125,1.7890625,0.3656509695290858
EL_B_002,0,2,22,resid_post_last_prompt,head_knockout,26,2.8203125,2.21875,0.21329639889196672
EL_B_002,0,2,25,resid_post_last_prompt,head_knockout,26,2.8203125,2.828125,-0.0027700831024930483
CM_B_UM_012,0,2,4,resid_post_last_prompt,head_knockout,26,2.75,2.34375,0.1477272727272727
CM_B_UM_012,0,2,8,resid_post_last_prompt,head_knockout,26,2.75,4.328125,-0.5738636363636365
CM_B_UM_012,0,2,12,resid_post_last_prompt,head_knockout,26,2.75,3.671875,-0.3352272727272727
CM_B_UM_012,0,2,14,resid_post_last_prompt,head_knockout,26,2.75,1.734375,0.36931818181818177
CM_B_UM_012,0,2,15,resid_post_last_prompt,head_knockout,26,2.75,3.0625,-0.11363636363636354
CM_B_UM_012,0,2,16,resid_post_last_prompt,head_knockout,26,2.75,3.15625,-0.1477272727272727
CM_B_UM_012,0,2,17,resid_post_last_prompt,head_knockout,26,2.75,1.65625,0.3977272727272727
CM_B_UM_012,0,2,18,resid_post_last_prompt,head_knockout,26,2.75,2.515625,0.08522727272727271
CM_B_UM_012,0,2,19,resid_post_last_prompt,head_knockout,26,2.75,3.671875,-0.3352272727272727
CM_B_UM_012,0,2,20,resid_post_last_prompt,head_knockout,26,2.75,1.78125,0.3522727272727273
CM_B_UM_012,0,2,22,resid_post_last_prompt,head_knockout,26,2.75,2.3125,0.15909090909090906
CM_B_UM_012,0,2,25,resid_post_last_prompt,head_knockout,26,2.75,2.265625,0.17613636363636365
CM_B_004,0,1,4,resid_post_last_prompt,head_knockout,26,2.671875,2.5625,0.040935672514619936
CM_B_004,0,1,8,resid_post_last_prompt,head_knockout,26,2.671875,3.6875,-0.3801169590643274
CM_B_004,0,1,12,resid_post_last_prompt,head_knockout,26,2.671875,3.34375,-0.2514619883040936
CM_B_004,0,1,14,resid_post_last_prompt,head_knockout,26,2.671875,2.03125,0.23976608187134507
CM_B_004,0,1,15,resid_post_last_prompt,head_knockout,26,2.671875,3.5,-0.3099415204678362
CM_B_004,0,1,16,resid_post_last_prompt,head_knockout,26,2.671875,1.796875,0.32748538011695905
CM_B_004,0,1,17,resid_post_last_prompt,head_knockout,26,2.671875,2.21875,0.16959064327485385
CM_B_004,0,1,18,resid_post_last_prompt,head_knockout,26,2.671875,2.8125,-0.05263157894736836
CM_B_004,0,1,19,resid_post_last_prompt,head_knockout,26,2.671875,3.46875,-0.29824561403508776
CM_B_004,0,1,20,resid_post_last_prompt,head_knockout,26,2.671875,1.765625,0.3391812865497076
CM_B_004,0,1,22,resid_post_last_prompt,head_knockout,26,2.671875,2.15625,0.19298245614035092
CM_B_004,0,1,25,resid_post_last_prompt,head_knockout,26,2.671875,2.59375,0.0292397660818714
CM_B_STD_015,0,3,4,resid_post_last_prompt,head_knockout,26,2.625,2.90625,-0.1071428571428572
CM_B_STD_015,0,3,8,resid_post_last_prompt,head_knockout,26,2.625,4.0,-0.5238095238095237
CM_B_STD_015,0,3,12,resid_post_last_prompt,head_knockout,26,2.625,3.53125,-0.34523809523809534
CM_B_STD_015,0,3,14,resid_post_last_prompt,head_knockout,26,2.625,2.125,0.19047619047619047
CM_B_STD_015,0,3,15,resid_post_last_prompt,head_knockout,26,2.625,0.75,0.7142857142857143
CM_B_STD_015,0,3,16,resid_post_last_prompt,head_knockout,26,2.625,2.71875,-0.03571428571428581
CM_B_STD_015,0,3,17,resid_post_last_prompt,head_knockout,26,2.625,2.625,0.0
CM_B_STD_015,0,3,18,resid_post_last_prompt,head_knockout,26,2.625,2.71875,-0.03571428571428581
CM_B_STD_015,0,3,19,resid_post_last_prompt,head_knockout,26,2.625,2.9375,-0.11904761904761907
CM_B_STD_015,0,3,20,resid_post_last_prompt,head_knockout,26,2.625,2.0,0.23809523809523814
CM_B_STD_015,0,3,22,resid_post_last_prompt,head_knockout,26,2.625,3.75,-0.4285714285714286
CM_B_STD_015,0,3,25,resid_post_last_prompt,head_knockout,26,2.625,2.90625,-0.1071428571428572
CM_B_UM_001,0,2,4,resid_post_last_prompt,head_knockout,26,2.46875,2.59375,-0.05063291139240511
CM_B_UM_001,0,2,8,resid_post_last_prompt,head_knockout,26,2.46875,3.15625,-0.2784810126582278
CM_B_UM_001,0,2,12,resid_post_last_prompt,head_knockout,26,2.46875,2.28125,0.07594936708860756
CM_B_UM_001,0,2,14,resid_post_last_prompt,head_knockout,26,2.46875,2.5625,-0.03797468354430378
CM_B_UM_001,0,2,15,resid_post_last_prompt,head_knockout,26,2.46875,2.65625,-0.07594936708860756
CM_B_UM_001,0,2,16,resid_post_last_prompt,head_knockout,26,2.46875,2.03125,0.17721518987341767
CM_B_UM_001,0,2,17,resid_post_last_prompt,head_knockout,26,2.46875,2.34375,0.05063291139240511
CM_B_UM_001,0,2,18,resid_post_last_prompt,head_knockout,26,2.46875,2.46875,0.0
CM_B_UM_001,0,2,19,resid_post_last_prompt,head_knockout,26,2.46875,2.96875,-0.20253164556962022
CM_B_UM_001,0,2,20,resid_post_last_prompt,head_knockout,26,2.46875,1.625,0.3417721518987342
CM_B_UM_001,0,2,22,resid_post_last_prompt,head_knockout,26,2.46875,1.9375,0.21518987341772156
CM_B_UM_001,0,2,25,resid_post_last_prompt,head_knockout,26,2.46875,2.46875,0.0
CM_B_STD_014,0,3,4,resid_post_last_prompt,head_knockout,26,2.40625,2.46875,-0.025974025974025983
CM_B_STD_014,0,3,8,resid_post_last_prompt,head_knockout,26,2.40625,3.28125,-0.36363636363636354
CM_B_STD_014,0,3,12,resid_post_last_prompt,head_knockout,26,2.40625,3.15625,-0.3116883116883118
CM_B_STD_014,0,3,14,resid_post_last_prompt,head_knockout,26,2.40625,2.21875,0.07792207792207795
CM_B_STD_014,0,3,15,resid_post_last_prompt,head_knockout,26,2.40625,1.34375,0.4415584415584416
CM_B_STD_014,0,3,16,resid_post_last_prompt,head_knockout,26,2.40625,2.75,-0.1428571428571428
CM_B_STD_014,0,3,17,resid_post_last_prompt,head_knockout,26,2.40625,2.21875,0.07792207792207795
CM_B_STD_014,0,3,18,resid_post_last_prompt,head_knockout,26,2.40625,2.53125,-0.051948051948051965
CM_B_STD_014,0,3,19,resid_post_last_prompt,head_knockout,26,2.40625,2.6875,-0.11688311688311681
CM_B_STD_014,0,3,20,resid_post_last_prompt,head_knockout,26,2.40625,1.78125,0.2597402597402597
CM_B_STD_014,0,3,22,resid_post_last_prompt,head_knockout,26,2.40625,3.15625,-0.3116883116883118
CM_B_STD_014,0,3,25,resid_post_last_prompt,head_knockout,26,2.40625,2.40625,0.0
